Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCP29,OUT045,6.553783519899806
FDE09,OUT018,7.734832894435738
NCU06,OUT027,8.793393652718411
FDT19,OUT010,6.091160962686011
DRF15,OUT017,7.20689826112776
DRI51,OUT013,7.304673333914546
NCX54,OUT013,6.790854142525785
DRE01,OUT013,7.737739374091232
NCB07,OUT045,7.672763909345908
FDU50,OUT035,7.04878369610131
FDG40,OUT035,6.38133631938728
FDW10,OUT018,8.162061320691137
FDX51,OUT013,7.58975916237063
NCP17,OUT045,6.645315683061385
FDP21,OUT035,7.731084327143657
FDL04,OUT045,6.8559069831324555
FDV23,OUT013,6.839068889641166
FDF24,OUT046,6.928396412669894
FDH56,OUT027,7.857754542281494
FDB51,OUT049,7.158738099521047
FDI58,OUT027,7.693040293762399
FDR20,OUT013,6.320340055095211
FDC51,OUT018,7.877120816116291
FDB16,OUT027,7.627183903421892
FDE40,OUT049,7.058254878096354
NCM17,OUT035,6.449031660407819
FDU56,OUT035,7.589338161103457
FDS32,OUT019,6.334776908095261
FDX02,OUT049,8.45367768937204
FDT39,OUT027,8.261877148457279
FDE35,OUT017,6.468320619536469
NCI42,OUT019,6.947692825247116
DRL23,OUT046,7.110541592815288
FDA10,OUT046,7.0536192723617654
FDA11,OUT013,6.714698829542753
NCM06,OUT046,7.480691385581087
NCT05,OUT035,8.292239123513585
NCQ02,OUT010,6.508479880721228
NCY06,OUT049,7.678778197789249
FDY56,OUT035,7.9518422025742534
FDL02,OUT035,6.877637685797539
NCI06,OUT035,7.59251735395128
FDQ14,OUT045,7.336547696718633
FDQ12,OUT017,7.855498697488417
FDP36,OUT046,6.576690343812722
FDK21,OUT027,9.04970291626252
FDO40,OUT045,7.334794411148442
NCK54,OUT019,6.106118842059319
FDY09,OUT018,8.25881808450961
NCW30,OUT049,8.877206837512636
NCC55,OUT027,7.196467873073621
FDE58,OUT018,7.714006941836766
FDR39,OUT013,7.35178840100382
FDU28,OUT049,8.106057807547016
FDH08,OUT017,7.898539980029644
FDG35,OUT045,7.619167431132265
FDG22,OUT049,6.928906721081513
FDC34,OUT035,7.225273521595736
FDP15,OUT018,8.82151719691229
FDK34,OUT010,6.856813207113259
FDU45,OUT035,7.089655471086722
FDQ04,OUT027,7.182122207971627
FDX22,OUT018,8.594860669326591
FDB45,OUT017,6.813025874802218
NCH43,OUT027,8.693613846178884
DRE60,OUT046,7.913950139955286
FDD17,OUT027,8.892835952217748
NCM54,OUT017,6.991395835670193
NCH55,OUT013,6.978898585717696
NCT06,OUT017,7.327042607891389
FDA48,OUT027,8.647911569465133
FDY58,OUT027,8.817662676362792
FDO25,OUT045,7.7576171233014435
FDN50,OUT045,6.932624268222816
FDH35,OUT035,7.424950076344856
FDK09,OUT045,7.91647395708914
FDO16,OUT013,6.654455501588282
FDW11,OUT045,6.625643454454491
FDU47,OUT027,8.074245539549667
NCQ42,OUT010,5.923905703642149
FDK55,OUT027,7.680816701883062
FDN08,OUT049,7.5649518405424505
FDT57,OUT045,8.110584485816588
FDJ12,OUT018,8.542386401649157
DRL59,OUT017,6.399174436069369
NCN53,OUT046,6.560589264967922
FDO51,OUT010,5.2721034993811395
FDK56,OUT017,7.393084539520384
FDY12,OUT035,6.422716808744823
FDU15,OUT035,6.4486558550342075
FDQ19,OUT046,8.318052137988005
DRF15,OUT045,7.381174358682429
DRE25,OUT019,5.787004159758592
FDK57,OUT018,7.715261952039624
FDD33,OUT010,6.618720631357376
FDR34,OUT027,8.884618596644227
FDU04,OUT045,7.185175015310503
FDE35,OUT019,5.629901927996853
NCD31,OUT035,7.50802049310271
FDJ56,OUT035,6.731761783510111
NCU53,OUT046,7.618035675845883
FDD39,OUT035,7.829485848983404
NCU17,OUT019,5.8463857432660475
FDJ20,OUT046,7.150116710238835
NCW41,OUT018,8.11411972116068
FDL52,OUT035,6.456653535452293
FDS39,OUT035,7.3220068409632
DRJ47,OUT045,7.530061452831286
FDP13,OUT010,5.005655067851605
DRK39,OUT010,5.541750664144078
FDF28,OUT010,5.935516427062559
FDB09,OUT045,7.115163658654153
FDM51,OUT046,7.0981677204073605
DRM49,OUT018,7.034209971503877
DRF23,OUT013,7.277306143888121
DRH01,OUT035,7.434794177512311
FDH12,OUT027,7.740985728569636
FDA28,OUT019,6.152972988893705
FDW37,OUT018,7.3778544671073085
FDF02,OUT046,6.969850256096923
DRL37,OUT046,6.5457643569459725
NCF43,OUT046,7.402660039291376
FDH08,OUT010,6.834329063715879
FDR34,OUT019,7.107401239094635
NCK19,OUT049,8.19749653940108
NCD55,OUT018,7.163921574584661
FDT27,OUT049,8.558540764301704
FDQ57,OUT045,7.369506662930094
FDA47,OUT035,7.3717979531204865
DRG15,OUT027,7.386716340195774
FDE05,OUT018,8.031429001146364
FDN46,OUT046,6.943080878725451
FDX27,OUT027,7.606469469435603
FDT51,OUT045,7.1041620003065
FDU33,OUT013,6.18651684486257
FDJ16,OUT027,7.300840778861019
FDD20,OUT019,6.17599296834064
FDT36,OUT049,6.797397280436894
DRF15,OUT027,8.193723248909297
FDN52,OUT010,5.406622123316605
FDC22,OUT027,8.395428810520222
FDX15,OUT045,7.257443904928271
FDT13,OUT013,7.48861607219092
FDU04,OUT017,7.026018150863007
FDU31,OUT019,6.973726938618134
FDW59,OUT027,7.589030485653927
NCO29,OUT046,7.619138760230495
FDL15,OUT035,7.340978965705295
FDI41,OUT049,7.809867473079208
FDQ48,OUT049,7.4301143405801096
DRI39,OUT013,6.281055309716651
FDI08,OUT013,7.9656801445607766
FDC21,OUT049,7.557557460780117
FDF58,OUT035,6.66355625104961
FDS08,OUT010,6.324625114314554
FDE47,OUT045,7.133123506047767
NCP18,OUT019,6.42008091675114
NCR41,OUT013,6.67295771494695
FDA27,OUT013,8.038554556816699
FDA43,OUT035,7.683891861203673
FDA49,OUT045,6.7682533869348624
NCE55,OUT018,8.246566547034135
DRM49,OUT027,7.162947384588741
FDF22,OUT027,8.67576973028584
FDQ15,OUT018,7.282422492182125
NCS54,OUT017,7.46310077801948
NCY05,OUT013,6.201237771762476
FDR45,OUT046,8.230669427285973
FDK57,OUT049,7.583050245710089
FDF41,OUT010,6.702342196490269
FDV21,OUT046,7.225888867310385
FDD51,OUT046,6.47593974784124
FDF33,OUT046,7.1702962972648425
FDA38,OUT046,8.24346155746281
FDR56,OUT045,7.666653477545906
NCN41,OUT017,6.945154560055078
FDC60,OUT027,7.566164775453023
FDB47,OUT045,7.806617362519456
DRH01,OUT013,7.2661050860987615
FDW08,OUT046,6.926858419871051
FDF38,OUT027,7.291168955031788
FDY32,OUT017,7.189510553895735
FDG34,OUT049,7.573295607547259
FDG47,OUT019,7.204671779135836
NCF18,OUT035,7.602618676696207
FDL39,OUT019,6.582135624134947
NCH55,OUT035,7.158459711156486
DRJ35,OUT049,7.100739894482177
FDS44,OUT035,7.943485065944457
DRE01,OUT018,8.599064015883297
FDY39,OUT013,7.485488246596063
FDY32,OUT018,8.004470467877868
FDR33,OUT027,7.863155078575952
NCP50,OUT049,7.328142325398847
FDZ47,OUT018,7.536182781583175
FDU57,OUT049,7.862225711266266
FDY44,OUT013,7.571918039030926
DRH59,OUT018,7.367314181689263
FDB03,OUT027,8.770763789735568
FDY46,OUT045,7.633195401762743
FDM39,OUT045,7.584815686925697
FDY36,OUT035,6.768602953829868
NCM55,OUT035,7.59926156140683
FDJ50,OUT010,5.3599699541509995
DRL60,OUT013,7.197419233509803
NCJ54,OUT049,8.551650841125795
FDX59,OUT017,6.222585794620149
FDI07,OUT013,7.555801393782743
DRF51,OUT010,4.867240930452017
FDM14,OUT017,6.899190772749027
FDP21,OUT045,7.741789526885061
FDE40,OUT035,6.554646189200606
FDE05,OUT035,7.367811432775891
FDM13,OUT027,7.987663837853237
FDC34,OUT027,8.054788755555851
NCI55,OUT018,7.8327002170292195
NCE43,OUT018,8.100256714628916
FDW58,OUT018,7.687681953436638
FDG60,OUT045,8.00297058333134
FDV31,OUT017,7.327359212620381
FDR47,OUT013,7.43504551732984
FDM60,OUT019,5.45070148986854
NCF06,OUT018,8.991622340876141
NCN26,OUT027,7.868409245703417
FDQ59,OUT049,7.350520071986532
FDF09,OUT046,6.581380538320403
NCS06,OUT017,8.146770715799306
FDT44,OUT046,7.0874406385276565
FDI19,OUT017,7.956354892616513
FDT22,OUT017,6.350433369244551
NCF54,OUT027,8.343123566892787
DRG25,OUT045,7.695265348876139
FDB59,OUT017,7.6113210422806095
FDQ37,OUT017,7.467812451341103
FDP56,OUT035,6.5050634672896415
FDW44,OUT035,7.576094725906472
FDJ26,OUT010,6.559064328530048
FDU43,OUT018,8.7284531785102
FDW33,OUT045,6.9063923512030225
NCX53,OUT027,8.161254906618273
FDN56,OUT010,5.96497116521321
DRF15,OUT049,7.881758619656074
FDO33,OUT017,6.823239754241008
FDZ39,OUT010,5.785985750233507
NCJ19,OUT017,6.2899710433308025
FDU01,OUT035,7.600352640159228
FDT12,OUT035,7.9992131092033185
NCM18,OUT018,7.240947755048411
FDP19,OUT017,6.826732268111868
NCR42,OUT049,6.9300979459420935
FDN10,OUT046,7.196322383611117
FDG44,OUT017,6.335264647680008
FDQ10,OUT046,7.651204131809322
DRH13,OUT049,7.541523709696378
FDT52,OUT013,7.973452531534174
FDM56,OUT045,6.9721743962342835
NCO43,OUT010,5.729311864928683
NCV29,OUT035,7.554731356788843
NCF06,OUT013,8.139203807348274
FDO50,OUT035,6.790933684317719
FDT59,OUT013,7.850937134765228
FDX40,OUT027,7.135542297354917
FDE50,OUT017,7.5404389781777095
FDX51,OUT017,7.655733018148967
NCD30,OUT018,7.60590108060139
FDK15,OUT013,6.664537574181594
FDL12,OUT045,6.513330975935575
FDK46,OUT017,8.103422516898174
DRH49,OUT010,5.548697971344191
FDQ57,OUT046,7.472808454655243
FDY59,OUT017,6.755121037174376
FDO09,OUT018,8.850668921814949
NCG30,OUT035,7.033929856136365
FDM09,OUT017,7.31994855215334
NCN17,OUT027,7.751180785303653
NCS42,OUT013,6.641773815893062
FDD02,OUT019,6.052625830603991
FDE34,OUT013,7.337239455723247
FDU38,OUT045,7.654191537835967
FDB33,OUT046,7.544363008007664
NCJ29,OUT017,6.702559205682434
FDZ27,OUT035,6.550585256259845
FDI40,OUT013,6.642775661532127
FDG22,OUT013,6.233950188958781
FDT51,OUT017,6.948302723265465
FDF20,OUT018,8.435912707887317
FDV50,OUT035,6.987720135076302
FDT02,OUT049,6.949480302712323
DRC49,OUT017,7.1300456291740275
FDF26,OUT049,7.927016097582159
FDV52,OUT035,7.049929658654569
FDX59,OUT049,6.908370316919309
FDV25,OUT035,7.961194999170556
FDW23,OUT027,7.175567260491158
FDE53,OUT018,7.696304200300557
FDA19,OUT017,7.0278423869731235
FDH22,OUT046,7.141339351366374
NCO41,OUT013,6.769476666027721
FDX12,OUT017,7.987313951231495
FDF17,OUT013,7.567456181238063
FDS11,OUT045,7.981718839547417
FDR51,OUT035,7.191382930396701
FDT49,OUT010,5.487123001469384
FDC56,OUT013,6.804032389840014
FDR13,OUT027,7.9308281833469545
FDQ60,OUT035,7.047913040815226
FDN38,OUT049,8.664650986918595
NCL29,OUT013,7.136681013782058
FDO13,OUT027,8.250191690048734
FDE26,OUT018,7.909092283058681
FDA31,OUT010,6.14425185133299
FDX14,OUT035,6.6731986671520325
FDA34,OUT045,7.600697753938963
FDF26,OUT013,7.219603465026794
FDE38,OUT045,7.508394654388505
DRI11,OUT046,7.18117391624585
FDQ60,OUT027,7.827860063778054
FDL21,OUT027,7.323478921921916
DRC12,OUT027,8.518814010801139
FDC47,OUT046,7.985520922278846
FDE57,OUT045,7.2899516574832095
FDT14,OUT045,7.014202489302443
NCZ53,OUT046,7.839488058702196
FDE28,OUT018,8.589707819171151
FDR19,OUT035,7.147184226223458
NCF54,OUT019,6.548016618539527
FDZ08,OUT046,6.813411589327026
NCJ05,OUT018,8.043534660376187
FDF59,OUT046,7.226492483565545
NCO05,OUT035,6.959665047714928
FDW24,OUT018,7.2091766549152965
NCX42,OUT018,8.244484539479227
NCA53,OUT035,6.565850717394643
FDI45,OUT019,6.585267583008689
FDG46,OUT046,7.207093457567324
FDM20,OUT010,6.898566647670355
FDW11,OUT010,5.352546867251413
FDX08,OUT035,7.616413471823847
NCK17,OUT035,6.46264078874795
FDK32,OUT018,8.03825946686178
NCA42,OUT035,7.478567257239181
DRI01,OUT035,7.545604915353172
NCL55,OUT049,8.716936972090915
DRE25,OUT018,7.502068053194488
FDD14,OUT017,7.25504027890583
FDB10,OUT046,8.142607777653309
DRN11,OUT035,7.139590585974987
FDP38,OUT018,7.218215460009462
NCA30,OUT017,7.380356181959893
FDT15,OUT017,7.5139585571604615
NCP55,OUT018,7.3016321019650565
FDF12,OUT035,7.2863677858433595
FDM21,OUT018,8.84544051432503
FDX56,OUT035,7.775245160028119
FDF10,OUT017,7.0055739099732754
FDT32,OUT045,7.655163041513019
FDM51,OUT018,7.670281056051323
NCR50,OUT018,8.091248566896812
FDI19,OUT049,8.615530698292046
FDX21,OUT017,6.801375880134795
FDR31,OUT035,7.344888179487246
FDY02,OUT013,8.05050014098273
NCA29,OUT045,7.5130944471260825
NCX17,OUT046,8.01734724983002
FDM12,OUT045,7.661277563882857
FDI53,OUT027,8.135480662248964
NCU30,OUT049,7.992974951853328
FDC56,OUT027,7.803654442056352
FDK27,OUT018,7.851348027377976
NCK18,OUT017,7.410787039353487
FDB52,OUT019,7.2735168009237725
DRG25,OUT027,8.515916252323313
FDZ13,OUT049,6.931977155640235
FDB57,OUT019,7.049956128362501
FDR40,OUT046,6.988293951566351
NCO14,OUT019,5.521148057935089
NCN19,OUT045,7.751917750280835
FDQ28,OUT019,6.371454469208677
FDO13,OUT018,8.130002394521398
FDK48,OUT013,6.529161615719134
FDU07,OUT018,8.019149066009227
FDW20,OUT046,7.174019631037308
FDV12,OUT010,5.645389889755492
FDH24,OUT013,7.223624210130991
FDV59,OUT049,8.40636777569864
FDK57,OUT045,7.058314897710733
FDL16,OUT027,7.105693240076624
NCQ17,OUT046,7.415332634921075
FDJ15,OUT018,8.372272258043624
FDX24,OUT049,7.378444137222618
FDT47,OUT046,7.0290420245108605
FDT10,OUT049,7.114355561220785
FDZ37,OUT018,7.57807510521123
FDW43,OUT027,8.880944451406425
DRN36,OUT017,6.72288179328608
FDJ14,OUT045,6.800682710080791
FDA32,OUT013,7.726897256299129
FDJ38,OUT019,6.714780517975581
FDQ57,OUT017,7.153430627632601
NCQ41,OUT019,6.738520951097217
FDG56,OUT049,7.103050452379916
DRC13,OUT027,7.989303603894166
FDV55,OUT035,7.2629311442119375
FDQ49,OUT045,7.382175214838801
FDE29,OUT010,5.12125823443003
FDR03,OUT013,7.600596031308796
FDD45,OUT049,7.373681822177803
FDN38,OUT010,6.858529392771056
FDT56,OUT046,6.6016069743310934
FDT48,OUT045,7.789228078878596
FDU03,OUT049,8.060695025488785
FDC56,OUT010,5.66549331507109
NCO43,OUT027,7.748945829416385
FDQ27,OUT017,6.8450249978026445
FDR03,OUT046,7.992318973897746
DRH23,OUT010,4.981057674301149
FDG22,OUT045,6.437464871920404
NCJ42,OUT013,6.801645526337678
FDR24,OUT046,6.944374843475663
FDW60,OUT035,7.650562250944016
FDJ08,OUT013,7.389518036177127
DRL59,OUT018,7.223027883359978
FDG60,OUT010,6.719613854296976
FDW27,OUT017,7.26222684236156
FDX14,OUT018,7.362327717466704
FDC20,OUT013,6.405175795222307
NCS29,OUT018,8.95142238912133
FDJ56,OUT046,6.84821266544815
FDB20,OUT019,5.716842454680083
FDL28,OUT027,8.813400819219607
FDW01,OUT018,7.994334507707909
FDL03,OUT046,7.883180390109921
FDX22,OUT049,8.439979342008048
FDJ21,OUT035,7.321417878496767
FDR31,OUT045,7.372980725391862
FDG21,OUT035,7.215882500809817
FDS22,OUT027,7.327154366610855
FDK08,OUT035,6.844879935868323
FDE17,OUT018,8.018190163568248
NCN30,OUT017,6.785465753524984
FDT50,OUT046,6.969218772173562
NCX42,OUT049,8.073738068357867
FDJ12,OUT035,7.870494133054751
NCA18,OUT027,7.886184481027021
FDP23,OUT019,6.92560453412074
FDX12,OUT013,7.886457835344391
FDN40,OUT018,7.99909971034157
FDV48,OUT035,6.769890553551755
NCY54,OUT013,7.163406936592075
FDL16,OUT010,4.924282783587175
FDR45,OUT018,8.795279591473589
FDJ52,OUT046,7.604815712344052
DRG01,OUT017,6.57908675952032
FDP52,OUT013,7.793348500904388
FDU58,OUT017,7.569587914125216
FDL02,OUT045,6.894737409532576
FDG28,OUT013,7.964607228036325
FDA19,OUT035,7.166679186190373
FDW46,OUT027,7.4552559782311665
NCD43,OUT049,7.547511193801112
DRG39,OUT013,6.329974512108633
NCF55,OUT049,6.984210212319924
FDJ07,OUT046,7.252411895935068
FDE08,OUT046,7.429113279724086
FDP56,OUT019,5.503058305311428
FDT45,OUT045,6.517440976328086
FDF17,OUT018,8.418047584222998
FDX44,OUT046,6.95024020545116
FDM28,OUT027,8.405770884541564
FDI36,OUT049,8.265812337145016
FDS07,OUT045,6.979933477780923
FDD36,OUT045,7.113161572636377
FDW11,OUT046,6.703226971393668
FDN40,OUT049,7.863584520323565
NCQ18,OUT049,7.302175373925638
NCQ54,OUT017,7.375574367279499
NCS42,OUT045,6.855980548089721
DRH39,OUT010,5.333956606405147
FDC09,OUT027,7.829226828770054
FDT08,OUT010,6.090547733846764
FDC08,OUT035,7.942648883538865
FDT20,OUT017,6.266649119251014
FDS35,OUT035,6.537940772631401
FDX58,OUT018,8.285040113833144
FDW58,OUT046,7.030544198422675
DRD27,OUT046,6.979612535576999
FDH32,OUT019,5.824893471042532
FDS26,OUT035,8.185635941565234
FDQ31,OUT046,6.967478835267038
FDP11,OUT018,8.546093704739363
FDD58,OUT017,6.767290811864607
FDM33,OUT045,7.845839456588306
FDZ16,OUT049,8.088263023085306
NCS29,OUT010,7.018037205743956
NCM18,OUT019,5.50975961490884
FDP11,OUT049,8.39554367187118
NCC42,OUT017,7.1268128472625705
DRM23,OUT046,7.493908334029833
NCN55,OUT027,8.895325527478006
FDK46,OUT013,8.050207632961719
FDR01,OUT046,7.899064009046108
NCA05,OUT045,7.369252311639913
NCP43,OUT017,7.444669933754344
FDR12,OUT010,6.328244476481568
FDQ01,OUT013,7.865207922555138
FDM13,OUT046,7.291305542874747
FDQ19,OUT017,8.05641851349653
FDK56,OUT019,6.419828917354363
NCX06,OUT010,6.441376984750582
FDO56,OUT027,7.927515219920549
FDU45,OUT045,7.072883916451271
FDI16,OUT019,5.342475948894627
FDL32,OUT046,7.049212867121886
FDA07,OUT046,7.3001533849785964
FDA14,OUT045,7.283905258854673
FDV46,OUT027,8.123364537476093
NCO07,OUT035,7.943842395787872
NCP41,OUT046,7.131399851490333
FDY60,OUT018,8.010174678524043
FDN38,OUT017,8.009391332164212
FDO15,OUT046,6.898755018893613
FDT60,OUT013,6.874184391177567
FDA55,OUT035,7.954553906304467
FDE02,OUT010,5.4612570861895735
DRJ39,OUT049,8.442121191314937
FDV34,OUT035,6.799977114439
FDS20,OUT027,8.43023826803149
FDF02,OUT027,7.678933457567157
FDW40,OUT017,7.069583245302104
NCB43,OUT046,7.6685814173397535
FDR58,OUT017,6.725365911177828
DRJ59,OUT035,6.467047206879776
NCD30,OUT017,6.785360979383556
FDE14,OUT017,6.802285941075521
FDC28,OUT018,7.666909710368916
FDU16,OUT018,7.454453292070625
NCD19,OUT035,6.634022447759418
FDU21,OUT046,6.489899252909301
FDV59,OUT027,8.712289839138922
FDU03,OUT045,7.59475293398259
FDC33,OUT010,6.557064912100423
NCR42,OUT035,6.42051014664197
DRH59,OUT035,6.704693195679277
NCM31,OUT035,7.285663728019328
FDS50,OUT035,7.911317423864143
FDP39,OUT046,6.60675660172988
FDQ55,OUT013,6.944940667293706
FDV36,OUT019,6.177732950168427
FDI05,OUT027,7.456288145546626
FDS45,OUT027,7.855163785916345
FDA39,OUT045,6.494287078645625
FDC37,OUT010,5.7703272881243635
FDJ60,OUT027,8.295724394216865
DRQ35,OUT046,7.242033328240045
NCJ06,OUT046,7.20964343703992
NCY42,OUT018,8.051831105024583
DRM37,OUT049,8.211845089700322
FDR14,OUT045,6.344447643111062
FDE51,OUT049,6.958652129904431
FDT33,OUT017,7.39193769778335
FDR08,OUT013,6.828724367053028
FDE36,OUT010,6.266216835746276
FDL22,OUT019,5.86818244356539
FDR44,OUT013,6.960010970534165
FDI56,OUT019,5.712131939715367
FDE47,OUT010,5.916646393677425
FDV27,OUT010,5.651778400888577
FDV10,OUT049,6.978960686281227
FDC40,OUT045,6.740846804002937
NCX41,OUT013,7.688713951935915
NCQ38,OUT027,7.8465642193598715
FDV12,OUT027,7.750283259842323
FDE52,OUT017,6.7350477591363855
FDG20,OUT027,8.290440861407589
FDV16,OUT027,7.166465567224359
FDI32,OUT017,6.683935947970115
FDJ32,OUT049,7.107219639260855
FDN39,OUT018,8.155208667233726
FDY34,OUT017,7.422814724312987
FDC14,OUT035,6.463320791681837
FDA55,OUT017,7.808216034105574
FDZ50,OUT010,6.306148138131797
DRG13,OUT049,7.988898523074159
FDP01,OUT013,7.1478138210666895
NCG54,OUT017,7.345120126751043
FDM13,OUT045,7.193718909478254
NCO18,OUT027,8.44272604492107
NCW41,OUT013,7.2433701588415325
FDM52,OUT027,8.170123827252027
NCF55,OUT035,6.454619099970106
FDT09,OUT046,7.369342089857274
NCM19,OUT035,7.026444221162751
FDW12,OUT018,8.001056801309666
FDP15,OUT019,7.124858864168246
FDK36,OUT045,6.5780083119987705
FDZ25,OUT035,7.565125788731623
NCW06,OUT049,8.2216486593355
FDW60,OUT046,7.783693012584906
DRC49,OUT013,7.092767123990746
NCT17,OUT035,7.696347489381861
NCN06,OUT018,8.054974221230642
FDC45,OUT013,7.171877802040396
DRJ47,OUT019,6.520856150237197
NCF06,OUT045,8.327007342380627
FDE21,OUT010,5.879034351304606
DRG27,OUT013,6.1611756965530695
FDW40,OUT049,7.729913284042702
NCO53,OUT046,7.553840597101807
FDE23,OUT049,6.989750263998634
FDQ16,OUT046,7.0909611799857
FDS26,OUT045,8.170349501840173
FDZ13,OUT010,5.023508182664857
FDS14,OUT049,7.928265665785004
FDC10,OUT045,7.089703086805258
FDY16,OUT049,8.134625315828725
FDJ20,OUT035,7.057760292253593
FDV43,OUT035,6.388693678138524
FDZ32,OUT027,7.8305141391595505
FDR23,OUT046,7.594579923650785
FDN24,OUT035,6.424520082971274
FDE34,OUT027,8.34096202847377
FDU31,OUT013,7.780884221342259
FDW33,OUT018,7.591558207266314
FDU26,OUT046,7.2003156185345265
FDE20,OUT027,8.409283823058415
NCW05,OUT035,6.810588532409884
FDB22,OUT018,8.016482283327313
FDO56,OUT046,7.209325602875959
FDA19,OUT027,7.974871869937437
DRI39,OUT045,6.485164455754605
FDH52,OUT018,7.30833586397836
FDZ50,OUT035,7.590708121705435
NCN42,OUT035,7.354790324530983
FDB53,OUT013,6.993340436007065
DRG11,OUT017,6.814082105868808
DRK11,OUT027,8.199329862138086
FDQ60,OUT017,6.913593883772978
FDT36,OUT017,6.127049978417428
DRG25,OUT018,8.356557240189439
DRJ23,OUT046,7.775630053492309
FDG05,OUT035,7.379386955256
NCK06,OUT018,7.87096359922977
FDU52,OUT017,7.2180238770803005
FDW07,OUT018,7.363933436817114
NCM17,OUT045,6.467071830443362
FDA22,OUT045,7.46498306139291
NCA41,OUT018,8.402581311698619
FDF38,OUT035,6.497735602166931
FDH52,OUT046,6.763776101183015
FDY58,OUT019,6.99103103836406
FDZ16,OUT045,7.570956458667208
NCM18,OUT017,6.414454095967352
FDA22,OUT018,8.114432576934956
NCJ43,OUT035,7.6222676883787575
FDI34,OUT027,8.79899496129378
FDG56,OUT046,6.700882521084908
FDS34,OUT046,7.127803874712168
DRC01,OUT035,6.602613223986397
FDQ04,OUT035,6.382521028131517
FDK04,OUT035,6.5820794726852165
FDT51,OUT049,7.616373670732569
FDV26,OUT017,7.532323509682275
FDS04,OUT049,7.677611996191054
FDW43,OUT018,8.702216308331716
FDQ28,OUT010,6.116756905079669
NCK06,OUT017,7.047139801644194
FDS23,OUT018,7.732389650740856
FDZ36,OUT019,6.628977770902424
FDE56,OUT018,7.126966433466126
FDW10,OUT027,8.336293412605219
NCN14,OUT045,7.5700568930807375
NCQ18,OUT045,6.790707840395802
FDW08,OUT017,6.800985280080328
FDU43,OUT035,8.046701726270332
FDR33,OUT010,5.81548159735152
FDM24,OUT010,6.067744984837777
NCZ05,OUT046,7.0719259280330595
NCV41,OUT035,7.0800579004409885
FDV11,OUT018,8.198498097613678
NCY05,OUT035,6.398244124926484
FDV44,OUT018,8.386847572166259
FDW32,OUT049,7.255020412742949
NCU18,OUT027,8.09944269636802
NCC43,OUT035,8.187311577426012
FDW19,OUT013,6.863013617256639
FDN31,OUT035,7.649437382132251
FDI48,OUT045,6.536678965875744
FDS24,OUT017,6.665291168906386
FDF46,OUT049,7.565212819364579
DRG23,OUT017,7.157212218134145
FDG14,OUT018,8.05451814892745
NCY30,OUT049,8.127673808184163
FDO28,OUT018,7.775719069798087
DRD24,OUT035,7.296316664084386
FDI33,OUT049,7.3784458689459065
FDN32,OUT046,7.777450397823851
FDR16,OUT045,7.835523286357071
FDF26,OUT046,7.528948960642136
NCN29,OUT018,7.229964596800246
FDE20,OUT045,7.596693548611391
FDA46,OUT046,7.697280164108892
FDU28,OUT045,7.599609193991071
FDQ48,OUT045,6.966876833569979
FDV36,OUT013,6.913938462724791
FDR14,OUT018,7.01607880012614
FDP23,OUT017,7.779272150413061
FDP56,OUT013,6.338820081848405
FDK48,OUT010,5.518397491054222
FDR48,OUT046,7.348044397488941
NCY29,OUT049,7.057940353504562
FDM22,OUT018,7.240174912409917
DRJ01,OUT013,7.1732091678474275
FDZ43,OUT045,8.150314215077508
FDV03,OUT035,7.342759648087866
FDX11,OUT027,8.357796418534484
NCA41,OUT027,8.556751196263809
FDE38,OUT017,7.354016633387771
FDI27,OUT018,7.184818052721598
FDN32,OUT013,7.453096657413491
NCN43,OUT017,7.027783964148868
FDB47,OUT027,8.59790798585034
FDV03,OUT017,7.200570440488038
NCN30,OUT045,6.963812455100566
NCV54,OUT010,5.902876327686152
FDV07,OUT013,6.846428211682778
FDP07,OUT049,8.180283492377647
FDK48,OUT018,7.404981391095078
FDM15,OUT019,6.349223510879716
FDY19,OUT027,7.895032372061976
FDK46,OUT046,8.36786365627258
FDY11,OUT045,6.722488885521331
FDH09,OUT046,6.625235230476804
FDO08,OUT027,8.30346167080458
FDU14,OUT013,7.981750137381905
FDD22,OUT027,7.771777812399037
FDM27,OUT017,7.111980395883929
FDL02,OUT027,7.735242832257073
NCA17,OUT035,7.277574765364022
FDE38,OUT019,6.465573891547201
NCG07,OUT049,8.19206728362154
DRC27,OUT013,7.93236936238121
FDA27,OUT035,8.238910563091318
FDW40,OUT045,7.218466845470776
DRI11,OUT013,6.8909412546091415
FDN50,OUT046,7.035090096539101
FDR12,OUT046,7.677418144245234
FDT34,OUT027,7.591552831241082
FDW11,OUT035,6.597549651550122
NCO30,OUT027,8.497473760469662
FDZ34,OUT017,7.535041720390617
FDU45,OUT017,6.916891771259994
NCD42,OUT035,6.452468958802957
FDX25,OUT045,7.513180668231868
NCR29,OUT046,6.693484828691326
FDX43,OUT019,6.511794323205039
FDB04,OUT010,5.558230472090657
FDR49,OUT027,7.156377509597145
FDS39,OUT018,7.999825933836075
FDW58,OUT045,7.012216957134268
FDG22,OUT019,5.446714783928671
FDG31,OUT017,6.47799522363929
NCV53,OUT027,8.892875290352137
DRJ37,OUT035,7.327148365155144
FDV07,OUT035,7.040130664144181
FDW52,OUT018,8.183305139516875
FDT15,OUT045,7.673316084341938
FDD02,OUT018,7.73287836213742
